X,Y,Z
7.471026279529766,24.582858554046968,95.29284284842885
10.705768459276914,27.55226573268308,98.9155491677894
13.302665245593484,29.72357175176711,90.21467758900228
17.514543058422074,33.07207744984792,89.2540655974688
20.732701456160378,35.483750269190644,93.73564757182211
22.670124202008868,36.90627431855958,93.06692179984348
27.25746251391554,40.15133290604166,83.920047220213
25.700070445609832,39.050137457952786,85.49101317793962
30.131942197094844,42.10322851358831,98.52524156513375
30.639106528358113,42.44454175530974,87.8909376159348
31.411211429053193,42.96356753019058,87.58241429364686
34.72013896061319,45.142304673999334,98.83947558193572
34.36169055166073,44.91352275034694,91.29374517880775
36.512853390064066,46.314911833868415,96.61863676155868
36.43914150732083,46.256135483905204,82.05896134656474
40.64149115983386,48.92263153307154,95.74926121775994
39.79463178765856,48.390166574215755,94.22549180449371
44.38588880945677,51.2233699392162,69.33020042963034
44.109863988342426,51.06632220999467,87.3201208716532
42.63474400909731,50.16884647303664,96.50009578068419
44.695933430293394,51.4184957401684,97.53826474553001
44.90610114202373,51.54555491436673,98.3585481343438
45.195031729344656,51.72469753737796,83.48967564781036
49.75285055392737,54.44659949148741,85.5885405355641
50.61864655608032,54.94187596898937,63.382345653506576
49.74297259668859,54.443636604603256,91.03468922442644
50.57810935883081,54.92933091313735,97.69331852782472
53.20756015400931,56.45944228417707,73.28055393713153
53.72431099933093,56.75995836963352,74.84458303174299
59.42515997517565,59.95728731186951,58.46580385053018
59.12083241061343,59.788955008639064,63.510619129743226
57.9633437845234,59.14746641360499,78.99561163716083
56.512613456763894,58.33948393159253,86.60808062978859
57.68581092929513,58.99515011191043,95.24573180511776
59.44372762666738,59.97388595184347,86.75610314977271
57.23651578737602,58.7440341467214,89.93269487413934
59.3953674060986,59.946381492962736,82.50499549103105
62.244361912804514,61.52177419307053,93.33733535565202
66.43001543293983,63.74407557838842,67.8707236393127
64.24860476206433,62.584157360308325,62.66964247955542
65.66272051134227,63.33606202315944,65.81795551230766
69.43859365422301,65.2659182453209,93.27510944966465
67.34688976001246,64.17893991371585,93.40550522174085
73.43650976174717,67.34355278045004,92.98732592962412
68.7957022508272,64.95790396161027,79.11492975274578
66.186893950904,63.599855490114564,80.55795209520495
68.76431064909121,64.92696964302752,87.0805422815532
71.11760570394853,66.14815680335232,87.87614060287777
73.80763345964652,67.53130762766455,95.74409220969481
66.66883352754105,63.86310679833978,73.55309660283174
77.59060616066701,69.44863573659556,49.297049743589604
77.21945577469634,69.26454349231842,57.05698462084487
77.52815625098015,69.41686072924344,48.33604302215805
75.53120289591818,68.41300594902779,52.222370426302
76.04022252038628,68.68259153580175,90.08351710601784
76.90134482945565,69.10826807723393,80.87509986178807
85.31483316603179,73.10805394603483,45.251938537038384
81.46427782990276,71.28055877457135,55.506134675571616
82.850707838224,71.936280241396,56.32575551167842
79.07674040676648,70.14537366485193,65.90321680470147
78.68543387673361,69.96320758263036,59.938462107852786
84.15585270909585,72.49746115253842,87.49924251691837
84.49098910496673,72.63710470567511,97.29065199261834
88.52159265587817,74.53393598602254,86.98285541726376
77.45597168888821,69.35995961555344,95.49491992996927
89.04340944691366,74.77215432332328,89.98011400495128
90.38291381611599,75.38380854015946,97.58721477727605
88.45049687813022,74.48425035946104,96.72519971263436
87.51209965342784,74.04267107607966,99.10308850327425
78.55455066760608,69.8855733902618,87.6101102879439
90.60511450298996,75.49437148352101,93.48773333689746
83.09251757361491,72.04537870306693,61.74412951138946
91.48898121559967,75.89377260876486,86.34322711851827
89.93394060800519,75.18123051207047,40.555653850203534
89.33389365443333,74.92646110368928,61.27173112829268
91.76380397918652,76.01388997202092,83.38378490713757
92.2046463999537,76.19916809531293,64.55818849774863
90.43603832556099,75.40856262285176,50.13518655484789
101.17309647223607,79.87830319541057,82.39279867468382
99.73182234820466,79.28523588864748,86.90950759305315
99.59578558024633,79.25274159879494,68.38044988861839
92.39752100828929,76.28591948485403,94.83014187846639
103.63917552402216,80.8843147736696,81.72811891991905
96.62884500105345,78.0097829739628,95.51521430988849
97.07590504014568,78.22681941561285,67.41526170391374
91.98974699215707,76.11447797190411,99.05210249102544
95.43363264700552,77.56071480687059,64.75546179398984
94.71592549310718,77.26496563095678,67.34457752469481
96.74404674525213,78.10454565683817,56.92698472706263
97.93967937767644,78.59325219846058,55.82941558116488
95.33229114259142,77.52864554069453,57.29856798310135
107.91841017949669,82.60613247790083,95.49393490003936
106.65135692746672,82.09732274875182,79.75088580173909
106.20773923659033,81.91923643442037,54.21420693764326
106.06596361153034,81.86220310106152,87.82475372778688
105.24782245546858,81.53369595466906,65.96653707071125
104.28483184780961,81.14700209811676,49.205230575186974
105.94787624045111,81.81485727760419,60.17984044458254
104.52996440027526,81.24535929045635,80.56662540941706
115.83017910547386,85.37952594127835,59.21698366586318
112.69074548657683,84.2789777594761,51.27243586862774
116.5339176969335,85.62597854720168,52.74270054260403
110.71572003637525,83.58769110647214,82.01180125814317
112.95496760196576,84.37153911511643,49.82648148248484
108.65760594702796,82.86587224942801,65.65686886184446
117.40489877970018,85.93138123642134,57.442808865646526
110.62340518279125,83.55515448554422,75.9360747002842
108.27287419027468,82.73085250262045,59.69066931561451
120.79277624678087,87.06927130293494,77.91105769618926
114.70474167934434,84.96796147638503,83.90341359570888
117.66924603536056,85.981027493318,86.42436817551666
124.21281303128022,88.2043668010949,98.85507885182395
117.28714935528124,85.87084044875542,75.16902965433057
112.67742181856482,84.27156111099613,84.10964190716996
120.88631805819446,87.10315413563434,76.96305628443591
118.72886228963183,86.32054877782505,99.43313373820621
121.0481925871521,87.16119517261058,75.64065284186302
125.83952523307866,88.68505050070725,92.05280513939361
126.99606422229712,89.00401675082276,75.83260675893258
128.34891721600485,89.41486985111372,82.03592779133243
125.43787738650475,88.56678867976025,92.68988294763543
126.42851193621425,88.8396439360735,78.55927305066766
124.92086772837868,88.36023814545982,57.276008784479075
123.76673550100853,88.038154312368,70.94018190134595
139.97757855019162,92.5627873008442,98.94716660937871
136.73272616301173,91.68223320049626,95.28193407291074
140.7340334782921,92.77286457910121,98.41088422673675
131.98340579575517,90.46585821219277,68.9202881352872
133.39735723322985,90.8273240220621,76.96254104849028
136.09414252473795,91.53401502832064,87.29341462343385
133.26837300699128,90.8177626305802,69.44326674331205
132.40410031717906,90.53993419475702,81.01412574356246
136.91130261746477,91.7790634551134,66.32115395946967
142.60963169327374,93.20394225962204,84.81325865049838
135.7600246652595,91.50239090411696,67.26792194694744
135.95344156208634,91.54444472803856,65.25871549973226
140.945236350988,92.82983954164453,96.99660591969744
145.42569193168586,93.85102633364346,70.10157305917294
144.71861035183434,93.69921559088166,85.08779568987477
148.49564262766165,94.53934737178932,86.42853750550805
146.9576857863566,94.1986413279944,84.4821808778708
148.2324550565314,94.47777546859692,75.75355960684166
155.03852020248914,95.78328117736017,90.83725582020014
149.3464390999755,94.7054377046591,85.50548208145315
159.67998877198303,96.63528097113475,78.57476189394056
154.40810577379534,95.63116186403938,71.46716575655302
154.0493137084368,95.58662651819063,84.80367278676358
158.33230894490666,96.37720429233863,75.95173408148534
161.36138964560593,96.89058734373899,94.97271618111733
159.5664762081319,96.61408858526127,95.7550133407875
160.3515999720014,96.74915799643415,79.85969212305399
166.19050266635574,97.62165413782675,96.78595406502271
163.4471135096132,97.21012928012362,85.60239876648008
168.56913933112332,97.88925240103478,85.55942431201608
168.05564948174538,97.86616722971215,99.72959991485625
175.27175308056403,98.70879107199592,95.27838540966941
177.72491062220178,98.93672345631882,99.00199287572903
179.93231821332319,99.08056183525436,89.27124807679927
187.17653267434548,99.64722061360936,94.72523879581149
192.08834801849815,99.84573346516743,99.0621120731045
99.71980475176892,-79.31922387227691,50.38580607003789
95.51370982103752,-77.62929163191865,46.61941561104719
98.13348981252773,-78.70302813702102,91.63264252004325
101.60263500463313,-80.0855822754594,71.98004674685743
103.35663797551442,-80.78049725835967,53.763688099001286
103.70062318872226,-80.91486568205806,46.33036838099881
96.6129440835658,-78.07131821041635,48.358593400364825
100.0779700402259,-79.47476242071384,74.16970910399642
103.09854851326351,-80.67227788674349,44.40943087952252
96.73971790695941,-78.13378347766118,71.72472734892746
85.64163736729344,-73.18263577010532,84.13980337651698
92.89178384130827,-76.46577981266665,49.92737072460729
92.97162361794214,-76.49581182946595,58.453541041225726
92.70675296950478,-76.38392273264306,47.991138935396506
83.55041435562258,-72.23354359593404,97.07082068524733
84.09229907707876,-72.48015375474051,92.73388247668571
83.22539166270357,-72.0922490333706,90.0423808364655
87.81729336241264,-74.15300581462421,95.46755122532721
90.52734875606886,-75.39180238254332,65.84077822957968
89.21792707524934,-74.79880762654929,72.07568459271441
88.50513070972812,-74.47120511726065,82.44966670720407
89.67186756386458,-74.99102377194328,89.33973976639692
79.55288501899263,-70.38000305937162,62.37646602051511
78.82609134679731,-70.03656545333116,53.24216004526841
87.44836398451136,-73.9877917864853,55.7896611711853
93.1867579024083,-76.59953253746896,42.08007101193792
88.02542345784987,-74.25836178498442,61.2265653393436
88.53365600716714,-74.46731957717161,40.79870765950818
81.21950762873114,-71.18123985929464,95.091770518038
86.61688048436656,-73.62476953710033,71.02381804267637
81.94225146260379,-71.46580579456419,55.223987716012914
82.73231402785066,-71.82047925457286,49.11560878070007
84.79279014723014,-72.79470202793487,75.5010732526086
73.02056914836635,-67.1093062273599,69.32182585825701
74.07167661599586,-67.61969447187747,86.18535311016275
76.10438875015043,-68.64858136680635,82.1331632588505
79.23298762186106,-70.22653547819706,80.82924482409305
78.12811918018772,-69.67422118493741,76.96096263630318
77.44844432339976,-69.31722605977082,89.67432532622385
75.42746627440404,-68.32558539980985,66.28155139889337
76.29532093081177,-68.73272437512767,92.70133798614393
76.3009144740484,-68.73738113945015,91.09122843017424
79.71583406372056,-70.47141433384307,79.44706532412488
65.63308729428907,-63.3034919502578,72.76155830959722
75.58676778719543,-68.41193518658052,54.59814983115674
70.5700091393556,-65.85471727012492,74.53888681663844
75.44825257132482,-68.34469223031664,57.22269258380602
