X_coordinate,Y_coordinate,Z_coordinate,Distance_from_midship
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
82.6051254272461,107.91551208496094,43.63949966430664,82.6051254272461
78.03514099121094,96.45899963378906,100.0,78.03514099121094
78.03514099121094,96.45899963378906,100.0,78.03514099121094
78.03514099121094,96.45899963378906,100.0,78.03514099121094
78.03514099121094,96.45899963378906,100.0,78.03514099121094
78.03514099121094,96.45899963378906,100.0,78.03514099121094
78.03514099121094,96.45899963378906,100.0,78.03514099121094
